Unnamed: 0,Name,Address,GM Name,Country,City,LinkedIn URL
127,Novotel Bangkok Sukhumvit 20,"19/9 Sukhumvit 20 Alley, Khwaeng Khlong Toei, Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/nikolay-stoyanov-4301172
128,Mercure Bangkok Sukhumvit 24,"5, 1 Sukhumvit Rd, Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/nikolayestoyanov
129,Ibis Bangkok Sukhumvit 24,"5, 1 Sukhumvit 24 Road, Khwaeng Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/nikolay-stoyanov-4301172
130,Homm Sukhumvit 34 Bangkok,"40 ซอย Soi Sukhumvit 34, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
131,Novotel Bangkok Suvarnabhumi Airport,"Suvarnabhumi Airport, 999, Nong Prue, Bang Phli District, Samut Prakan 10540, Thailand",Chris,Thailand,Samut Prakan 10540,https://www.linkedin.com/in/thechrisdo
132,SO/ Bangkok,"2 N Sathon Rd, Silom, Bang Rak, Bangkok 10500, Thailand",Mark O'Sullivan,Thailand,Bangkok 10500,https://th.linkedin.com/in/mark-o-sullivan-a23b42b
133,ibis Styles Bangkok Silom,"289 Si Lom Rd, Silom, Bang Rak, Bangkok 10500, Thailand",Pattama Yoshimura.,Thailand,Bangkok 10500,https://th.linkedin.com/in/pattama-yoshimura-19b6a02b
134,Mercure Bangkok Surawong,"222 Surawong Rd, Si Phraya, Bang Rak, Bangkok 10500, Thailand",Benjamin Lehmann,Thailand,Bangkok 10500,https://kh.linkedin.com/in/benjaminlehmann
135,Banyan Tree Bangkok,"Located in: Thai Wah Plaza Co.,LTD, 21/100 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",,Thailand,Bangkok 10120,
136,Pullman Bangkok Hotel G,"188 Si Lom Rd, Khwaeng Suriya Wong, Khet Bang Rak, Bangkok 10500, Thailand",Marie Bertrand,Thailand,Bangkok 10500,https://fr.linkedin.com/in/marieevbertrand
137,ibis Bangkok Sathorn,"Ngam Duphli Alley, Khwaeng Thung Maha Mek, Khet Sathon, Bangkok 10120, Thailand",Orawan VICHARNARONG,Thailand,Bangkok 10120,https://th.linkedin.com/in/orawan-vicharnarong-8550a9123
138,ibis Styles Bangkok Sukhumvit Phra Khanong,"1122 Sukhumvit Rd, Khwaeng Phra Khanong, Khet Khlong Toei, Bangkok 10110, Thailand",,Thailand,Bangkok 10110,
139,ibis Bangkok Riverside,"27 Soi Charoen Nakhon 17, Khwaeng Bang Lamphu Lang, Khet Khlong San, Bangkok 10600, Thailand",Vinod Singh Negi,Thailand,Bangkok 10600,https://th.linkedin.com/in/vinod-singh-negi-1a475024
140,ibis Styles Bangkok Sukhumvit 50,"2026, 11 Sukhumvit 50 Aly, Khwaeng Phra Khanong, Khlong Toei, Bangkok 10260, Thailand",No data available.,Thailand,Bangkok 10260,
141,Novotel Bangkok Bangna,"333 Srinagarindra Rd, Khwaeng Nong Bon, Khet Prawet, Bangkok 10250, Thailand",,Thailand,Bangkok 10250,
142,NOVOTEL KOH SI CHANG,"333 Tha Thewawong, Ko Sichang District, Chon Buri 20120, Thailand",No data available.,Thailand,Chon Buri 20120,
143,Novotel Marina Sriracha,"339 Jerm Jom Phon Road, Amphoe Si Racha, Chon Buri 20110, Thailand",No information available.,Thailand,Chon Buri 20110,
144,Pullman Pattaya Hotel G,"445 Soi Saranchon, Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand",Othmane Amrani,Thailand,Chon Buri 20150,https://sg.linkedin.com/in/othmane-amrani-485a2036
145,ibis Pattaya,"463, Nhongprue, 79, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",No data available.,Thailand,Chang Wat Chon Buri 20150,
146,Mercure Pattaya Ocean Resort,"463, Nhongprue, 100 Pattaya Soi 2, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",No information is provided about the General Manager of Mercure Pattaya Ocean Resort in the given sources.,Thailand,Chang Wat Chon Buri 20150,https://th.linkedin.com/in/pablo-lopez-1981mcnchee
147,Veranda Resort Pattaya - MGallery,"211 Moo 1, Muang Pattaya, Sattahip District, Chon Buri 20250, Thailand",Preeyaporn Thongkum,Thailand,Chon Buri 20250,https://th.linkedin.com/in/preeyaporn-wongmoh-915843198
148,Mövenpick Siam Na Jomtien Pattaya,"55, Na, Sukhumvit Rd, Tambon Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand","No information is provided about the General Manager of Mövenpick Siam Na Jomtien Pattaya in the search results. 

- **Blank**",Thailand,Chon Buri 20250,https://th.linkedin.com/in/movenpick-siam-hotel-na-jomtien-pattaya-3b5531221
149,SO/ Sofitel Hua Hin,"115, Tambol Bangkao, Bang Kao, Hua Hin, Chang Wat Phetchaburi 76120, Thailand",No data available.,Thailand,Chang Wat Phetchaburi 76120,
150,Mövenpick Resort Khao Yai,"Nakornratch, T Wangsai A, Pak Chong District, Nakhon Ratchasima 30130, Thailand",No information available.,Thailand,Nakhon Ratchasima 30130,
151,Pullman Khon Kaen Raja Orchid,"9, 9 Prachasumran Road, Nai Mueang, Muang, Khon Kaen 40000, Thailand",Sirilug Kraisoda,Thailand,Khon Kaen 40000,
152,Novotel Bangkok Future Park Rangsit,"114 Phahonyothin Rd, Prachathipat, Thanyaburi District, Pathum Thani 12130, Thailand",No updated data available.,Thailand,Pathum Thani 12130,
153,ibis Bangkok IMPACT,"93 Popular Road, Banmai Subdistrict, NONTHABURI, 11120, Thailand",Vinod Singh Negi.,Thailand,11120,https://th.linkedin.com/in/vinod-singh-negi-1a475024
154,Novotel Bangkok Impact,"94 Popular Rd, Tambon Ban Mai, Pak Kret District, Nonthaburi 11120, Thailand",,Thailand,Nonthaburi 11120,
155,ibis Styles Bangkok Ratchada,"212 Ratchadaphisek Rd, Khwaeng Huai Khwang, Khet Huai Khwang, Bangkok 10310, Thailand",,Thailand,Bangkok 10310,
156,Swissôtel Bangkok Ratchada,"204 Ratchadaphisek Rd, Huai Khwang, Khet Huai Khwang, Bangkok 10320, Thailand",No data available.,Thailand,Bangkok 10320,
157,Pullman Bangkok King Power,"8, 2 Rang Nam Alley, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Bangkok 10400, Thailand",No updated data available.,Thailand,Bangkok 10400,
158,Mercure Bangkok Makkasan,"1599 Kamphaeng Phet 7 Rd, Khwaeng Makkasan, Khet Ratchathewi, Bangkok 10400, Thailand",No data available.,Thailand,Bangkok 10400,
159,Grand Mercure Bangkok Atrium,"1880 New Petchaburi Rd, Bangkapi, Khet Huai Khwang, Bangkok 10310, Thailand",No data available for the General Manager of Grand Mercure Bangkok Atrium.,Thailand,Bangkok 10310,https://th.linkedin.com/in/jon-warmington-9ab53211
160,Novotel Bangkok Platinum Pratunam,"220 Phetchaburi Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400, Thailand",No specific information is available about the current General Manager of Novotel Bangkok Platinum Pratunam.,Thailand,Bangkok 10400,https://th.linkedin.com/in/cindydelhomel
161,Mövenpick BDMS Wellness Resort Bangkok,"2 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","No information is provided in the search results regarding the name of the General Manager at Mövenpick BDMS Wellness Resort Bangkok. 

- **Blank**",Thailand,Bangkok 10330,https://th.linkedin.com/in/rubelmmiah
162,VIE Hotel Bangkok - MGallery,"117 39, 40 Phaya Thai Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400, Thailand",Nicolas Peth,Thailand,Bangkok 10400,https://th.linkedin.com/in/nicpeth
163,Mercure Bangkok Sukhumvit 11,"18 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/niksto
164,Mövenpick Hotel Sukhumvit 15 Bangkok,"47 Sukhumvit 15, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Jay Sudhakaran,Thailand,Bangkok 10110,https://th.linkedin.com/in/jay-sudhakaran-713a8519
165,Grand Mercure Bangkok Asoke Residence,"50, 5 Sukhumvit 19 Alley, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
166,Novotel Bangkok Ploenchit Sukhumvit,"566 Phloen Chit Rd, Khwaeng Lumphini, Pathum Wan, Bangkok 10330, Thailand",,Thailand,Bangkok 10330,
167,Mercure Bangkok Siam,"927 Rama I Rd, Wangmai, Pathum Wan, Bangkok 10330, Thailand",Orawan Vicharnarong,Thailand,Bangkok 10330,https://th.linkedin.com/in/orawan-vicharnarong-8550a9123
168,ibis Bangkok Siam,"927 Rama I Rd, Wangmai, Pathum Wan, Bangkok 10330, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10330,https://bg.linkedin.com/in/nikolayestoyanov
169,Novotel Bangkok on Siam Square,"392, 44 Siam Square Soi 6, Khwaeng Pathum Wan, Pathum Wan, Bangkok 10330, Thailand","Novotel Team A, General Manager at Novotel Bangkok Platinum Pratunam - A. General Manager. 

**Response: A. General Manager**",Thailand,Bangkok 10330,https://th.linkedin.com/in/novotel-bangkok-platinum-1381285a
170,Sofitel Bangkok Sukhumvit,"189 Sukhumvit Rd, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Pana,Thailand,Bangkok 10110,https://th.linkedin.com/in/pana-ungkap-5b1731123
171,TRIBE Living Bangkok Sukhumvit 39,"122 Soi Sukhumvit 39, Khwaeng Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Chef Natra,Thailand,Bangkok 10110,https://id.linkedin.com/in/donald-tampubolon-90321a296
172,Novotel Suites Bangkok Sukhumvit 39,"5/9 Soi Phromsri, Soi Sukhumvit 39, Klongton-nua, Watthana, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
173,Novotel Bangkok Sukhumvit 4,"27 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",Denis.,Thailand,Bangkok 10110,https://th.linkedin.com/in/cryptocannabis
174,ibis Styles Bangkok Sukhumvit 4,"27 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",No data available for the General Manager of ibis Styles Bangkok Sukhumvit 4.,Thailand,Bangkok 10110,https://th.linkedin.com/in/piyada-anyoo-beaudet-4453766
175,ibis Bangkok Sukhumvit 4,"41 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",Vinod Singh Negi.,Thailand,Bangkok 10110,https://th.linkedin.com/in/vinod-singh-negi-1a475024
176,Novotel Living Bangkok Sukhumvit Legacy,"12-14 Sukhumvit 29 Alley Klong Toey Nua, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
177,Novotel Bangkok Sukhumvit 20,"19/9 Sukhumvit 20 Alley, Khwaeng Khlong Toei, Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/niksto
178,Mercure Bangkok Sukhumvit 24,"5, 1 Sukhumvit Rd, Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
179,Ibis Bangkok Sukhumvit 24,"5, 1 Sukhumvit 24 Road, Khwaeng Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov.,Thailand,Bangkok 10110,https://bg.linkedin.com/in/niksto
180,Homm Sukhumvit 34 Bangkok,"40 ซอย Soi Sukhumvit 34, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",,Thailand,Bangkok 10110,
181,Novotel Bangkok Suvarnabhumi Airport,"Suvarnabhumi Airport, 999, Nong Prue, Bang Phli District, Samut Prakan 10540, Thailand",Chris,Thailand,Samut Prakan 10540,https://www.linkedin.com/in/thechrisdo
182,SO/ Bangkok,"2 N Sathon Rd, Silom, Bang Rak, Bangkok 10500, Thailand",Blair Fowler,Thailand,Bangkok 10500,https://www.linkedin.com/in/blairfowler
183,ibis Styles Bangkok Silom,"289 Si Lom Rd, Silom, Bang Rak, Bangkok 10500, Thailand",Vinod Singh Negi,Thailand,Bangkok 10500,https://th.linkedin.com/in/vinod-singh-negi-1a475024
184,Mercure Bangkok Surawong,"222 Surawong Rd, Si Phraya, Bang Rak, Bangkok 10500, Thailand",Patcharaporn Rattanasaenghirun,Thailand,Bangkok 10500,https://th.linkedin.com/in/patcharaporn-rattanasaenghirun-9aa826184
185,Banyan Tree Bangkok,"Located in: Thai Wah Plaza Co.,LTD, 21/100 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",Tina Liu,Thailand,Bangkok 10120,https://th.linkedin.com/in/tina-liu-58625494
186,Pullman Bangkok Hotel G,"188 Si Lom Rd, Khwaeng Suriya Wong, Khet Bang Rak, Bangkok 10500, Thailand",Marie Bertrand,Thailand,Bangkok 10500,https://fr.linkedin.com/in/marieevbertrand
187,ibis Bangkok Sathorn,"Ngam Duphli Alley, Khwaeng Thung Maha Mek, Khet Sathon, Bangkok 10120, Thailand",Vinod Singh Negi,Thailand,Bangkok 10120,https://th.linkedin.com/in/vinod-singh-negi-1a475024
188,ibis Styles Bangkok Sukhumvit Phra Khanong,"1122 Sukhumvit Rd, Khwaeng Phra Khanong, Khet Khlong Toei, Bangkok 10110, Thailand",No data available.,Thailand,Bangkok 10110,
189,ibis Bangkok Riverside,"27 Soi Charoen Nakhon 17, Khwaeng Bang Lamphu Lang, Khet Khlong San, Bangkok 10600, Thailand",Vinod Singh Negi,Thailand,Bangkok 10600,https://th.linkedin.com/in/vinod-singh-negi-1a475024
190,ibis Styles Bangkok Sukhumvit 50,"2026, 11 Sukhumvit 50 Aly, Khwaeng Phra Khanong, Khlong Toei, Bangkok 10260, Thailand",,Thailand,Bangkok 10260,
191,Novotel Bangkok Bangna,"333 Srinagarindra Rd, Khwaeng Nong Bon, Khet Prawet, Bangkok 10250, Thailand",No data available.,Thailand,Bangkok 10250,
192,NOVOTEL KOH SI CHANG,"333 Tha Thewawong, Ko Sichang District, Chon Buri 20120, Thailand",No data available.,Thailand,Chon Buri 20120,
193,Novotel Marina Sriracha,"339 Jerm Jom Phon Road, Amphoe Si Racha, Chon Buri 20110, Thailand",,Thailand,Chon Buri 20110,
194,Pullman Pattaya Hotel G,"445 Soi Saranchon, Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand",No data available.,Thailand,Chon Buri 20150,
195,ibis Pattaya,"463, Nhongprue, 79, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",Nikolay Stoyanov,Thailand,Chang Wat Chon Buri 20150,https://bg.linkedin.com/in/nikolay-stoyanov-4301172
196,Mercure Pattaya Ocean Resort,"463, Nhongprue, 100 Pattaya Soi 2, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",No data available.,Thailand,Chang Wat Chon Buri 20150,
197,Veranda Resort Pattaya - MGallery,"211 Moo 1, Muang Pattaya, Sattahip District, Chon Buri 20250, Thailand",Preeyaporn Thongkum,Thailand,Chon Buri 20250,https://th.linkedin.com/in/preeyaporn-wongmoh-915843198
198,Mövenpick Siam Na Jomtien Pattaya,"55, Na, Sukhumvit Rd, Tambon Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand",No information available.,Thailand,Chon Buri 20250,
199,SO/ Sofitel Hua Hin,"115, Tambol Bangkao, Bang Kao, Hua Hin, Chang Wat Phetchaburi 76120, Thailand",No updated data is provided for the General Manager of SO/ Sofitel Hua Hin.,Thailand,Chang Wat Phetchaburi 76120,
200,Novotel Rayong Star Convention Centre,"109 Sukhumvit Rd, Tha Pradu, Mueang Rayong District, Rayong 21000, Thailand",Jirachot Chanjindachot,Thailand,Rayong 21000,
201,Novotel Rayong Rim Pae Resort,"4, 5 ถนน เพ-แกลง-กร่ำ, Chakphong, Klaeng District, Rayong 21190, Thailand",,Thailand,Rayong 21190,
202,Mercure Rayong Lomtalay Villas & Resort,"289, Kram, Klaeng District, Chang Wat Rayong 21190, Thailand",,Thailand,Chang Wat Rayong 21190,
203,Mövenpick Asara Resort & Spa Hua Hin,"Amphur, 53 Hua Hin 5 Alley, Hua Hin, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",Orly,Thailand,Prachuap Khiri Khan 77110,https://th.linkedin.com/in/orly-carrasco-2a7b299
204,V Villas Hua Hin - MGallery,"63, 39 Phet Kasem Rd, Tambon Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",No data available.,Thailand,Prachuap Khiri Khan 77110,
205,ibis Hua Hin,"Phet Kasem Rd, Hua Hin, Hua Hin District, Chang Wat Prachuap Khiri Khan 77110, Thailand",No information available.,Thailand,Chang Wat Prachuap Khiri Khan 77110,
206,Veranda High Resort Chiang Mai - MGallery,"192, Ban Pong, Mueang Chiang Mai District, Chiang Mai 50230, Thailand",No data available.,Thailand,Chiang Mai 50230,
207,Novotel Chiangmai Nimman Journeyhub,"7, 77 หมู่ที่ 2 Huay Kaew Rd, Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",No data available.,Thailand,Chiang Mai 50300,
208,ibis Chiang Mai Nimman Journeyhub,"7 17 Huay Kaew Rd, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",No data available.,Thailand,Chiang Mai 50300,
209,ibis Styles Chiang Mai,"7, Kanklong, 9, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Sirisook Moore,Thailand,Chiang Mai 50300,https://th.linkedin.com/in/sirisook-moore-0a217590
210,Mövenpick Resort Khao Yai,"Nakornratch, T Wangsai A, Pak Chong District, Nakhon Ratchasima 30130, Thailand",No information available.,Thailand,Nakhon Ratchasima 30130,
211,Pullman Khon Kaen Raja Orchid,"9, 9 Prachasumran Road, Nai Mueang, Muang, Khon Kaen 40000, Thailand",Stanley Chan,Thailand,Khon Kaen 40000,https://th.linkedin.com/in/stanley-chan-39a14710
212,Novotel Bangkok Future Park Rangsit,"114 Phahonyothin Rd, Prachathipat, Thanyaburi District, Pathum Thani 12130, Thailand",,Thailand,Pathum Thani 12130,
213,ibis Bangkok IMPACT,"93 Popular Road, Banmai Subdistrict, NONTHABURI, 11120, Thailand",No data available for the General Manager of ibis Bangkok IMPACT.,Thailand,11120,https://th.linkedin.com/in/eric-rimbeuf-garnier-8b063a61
214,Novotel Bangkok Impact,"94 Popular Rd, Tambon Ban Mai, Pak Kret District, Nonthaburi 11120, Thailand",Denis,Thailand,Nonthaburi 11120,https://th.linkedin.com/in/cryptocannabis
215,ibis Styles Bangkok Ratchada,"212 Ratchadaphisek Rd, Khwaeng Huai Khwang, Khet Huai Khwang, Bangkok 10310, Thailand",No information available.,Thailand,Bangkok 10310,
216,Swissôtel Bangkok Ratchada,"204 Ratchadaphisek Rd, Huai Khwang, Khet Huai Khwang, Bangkok 10320, Thailand",No data available.,Thailand,Bangkok 10320,
217,Pullman Bangkok King Power,"8, 2 Rang Nam Alley, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Bangkok 10400, Thailand",No updated data available.,Thailand,Bangkok 10400,
218,Mercure Bangkok Makkasan,"1599 Kamphaeng Phet 7 Rd, Khwaeng Makkasan, Khet Ratchathewi, Bangkok 10400, Thailand",No data available.,Thailand,Bangkok 10400,
219,Grand Mercure Bangkok Atrium,"1880 New Petchaburi Rd, Bangkapi, Khet Huai Khwang, Bangkok 10310, Thailand","No specific information is provided about the General Manager of the Grand Mercure Bangkok Atrium in the search results. Therefore, the response is:

Blank.",Thailand,Bangkok 10310,https://th.linkedin.com/in/jon-warmington-9ab53211
220,Novotel Bangkok Platinum Pratunam,"220 Phetchaburi Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400, Thailand","No specific information is provided about the General Manager's name in the given sources. 

- **Blank**",Thailand,Bangkok 10400,
221,Mövenpick BDMS Wellness Resort Bangkok,"2 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","No information is provided about the General Manager's name in the given sources. 

- **Blank**",Thailand,Bangkok 10330,
222,VIE Hotel Bangkok - MGallery,"117 39, 40 Phaya Thai Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400, Thailand",Nicolas Peth,Thailand,Bangkok 10400,https://th.linkedin.com/in/nicpeth
223,Mercure Bangkok Sukhumvit 11,"18 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
224,Mövenpick Hotel Sukhumvit 15 Bangkok,"47 Sukhumvit 15, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Jay Sudhakaran,Thailand,Bangkok 10110,https://th.linkedin.com/in/jay-sudhakaran-713a8519
225,Grand Mercure Bangkok Asoke Residence,"50, 5 Sukhumvit 19 Alley, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Jon Warmington,Thailand,Bangkok 10110,https://th.linkedin.com/in/jon-warmington-9ab53211
226,Novotel Bangkok Ploenchit Sukhumvit,"566 Phloen Chit Rd, Khwaeng Lumphini, Pathum Wan, Bangkok 10330, Thailand",,Thailand,Bangkok 10330,
227,Mercure Bangkok Siam,"927 Rama I Rd, Wangmai, Pathum Wan, Bangkok 10330, Thailand",Orawan Vicharnarong,Thailand,Bangkok 10330,https://th.linkedin.com/in/orawan-vicharnarong-8550a9123
228,ibis Bangkok Siam,"927 Rama I Rd, Wangmai, Pathum Wan, Bangkok 10330, Thailand",Raphael Hirsch,Thailand,Bangkok 10330,https://th.linkedin.com/in/raphael-hirsch-91357436
229,Novotel Bangkok on Siam Square,"392, 44 Siam Square Soi 6, Khwaeng Pathum Wan, Pathum Wan, Bangkok 10330, Thailand",Gerald Hougardy,Thailand,Bangkok 10330,https://th.linkedin.com/in/gerald-hougardy-a75b97237?trk=public_post-text
230,Sofitel Bangkok Sukhumvit,"189 Sukhumvit Rd, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Pana Kittipat,Thailand,Bangkok 10110,https://th.linkedin.com/in/pana-sittipan-0b6ab0a1
231,TRIBE Living Bangkok Sukhumvit 39,"122 Soi Sukhumvit 39, Khwaeng Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Chef Natra,Thailand,Bangkok 10110,https://mv.linkedin.com/in/donald-hotbel-p-tampubolon-707040a6
232,Novotel Suites Bangkok Sukhumvit 39,"5/9 Soi Phromsri, Soi Sukhumvit 39, Klongton-nua, Watthana, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
233,Novotel Bangkok Sukhumvit 4,"27 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",No data available.,Thailand,Bangkok 10110,
234,ibis Styles Bangkok Sukhumvit 4,"27 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",No information is available about the General Manager of ibis Styles Bangkok Sukhumvit 4 in the provided sources.,Thailand,Bangkok 10110,https://th.linkedin.com/in/piyada-anyoo-beaudet-4453766
235,ibis Bangkok Sukhumvit 4,"41 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",No data available for the General Manager of ibis Bangkok Sukhumvit 4.,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
236,Novotel Living Bangkok Sukhumvit Legacy,"12-14 Sukhumvit 29 Alley Klong Toey Nua, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/nikolay-stoyanov-4301172
237,Novotel Bangkok Sukhumvit 20,"19/9 Sukhumvit 20 Alley, Khwaeng Khlong Toei, Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/nikolayestoyanov
238,Mercure Bangkok Sukhumvit 24,"5, 1 Sukhumvit Rd, Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
239,Ibis Bangkok Sukhumvit 24,"5, 1 Sukhumvit 24 Road, Khwaeng Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/nikolayestoyanov
240,Homm Sukhumvit 34 Bangkok,"40 ซอย Soi Sukhumvit 34, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
241,Novotel Bangkok Suvarnabhumi Airport,"Suvarnabhumi Airport, 999, Nong Prue, Bang Phli District, Samut Prakan 10540, Thailand",Blair Fowler,Thailand,Samut Prakan 10540,https://www.linkedin.com/in/blairfowler
242,SO/ Bangkok,"2 N Sathon Rd, Silom, Bang Rak, Bangkok 10500, Thailand",No information available on the current General Manager of SO/ Bangkok.,Thailand,Bangkok 10500,
243,ibis Styles Bangkok Silom,"289 Si Lom Rd, Silom, Bang Rak, Bangkok 10500, Thailand",No data available.,Thailand,Bangkok 10500,
244,Mercure Bangkok Surawong,"222 Surawong Rd, Si Phraya, Bang Rak, Bangkok 10500, Thailand",Patcharaporn Rattanasaenghirun,Thailand,Bangkok 10500,https://th.linkedin.com/in/patcharaporn-rattanasaenghirun-9aa826184
245,Banyan Tree Bangkok,"Located in: Thai Wah Plaza Co.,LTD, 21/100 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",Eddy See,Thailand,Bangkok 10120,https://sg.linkedin.com/in/eddy-see-a41925128
246,Pullman Bangkok Hotel G,"188 Si Lom Rd, Khwaeng Suriya Wong, Khet Bang Rak, Bangkok 10500, Thailand",Marie Bertrand,Thailand,Bangkok 10500,https://fr.linkedin.com/in/marieevbertrand
247,ibis Bangkok Sathorn,"Ngam Duphli Alley, Khwaeng Thung Maha Mek, Khet Sathon, Bangkok 10120, Thailand",,Thailand,Bangkok 10120,
248,ibis Styles Bangkok Sukhumvit Phra Khanong,"1122 Sukhumvit Rd, Khwaeng Phra Khanong, Khet Khlong Toei, Bangkok 10110, Thailand",,Thailand,Bangkok 10110,
249,ibis Bangkok Riverside,"27 Soi Charoen Nakhon 17, Khwaeng Bang Lamphu Lang, Khet Khlong San, Bangkok 10600, Thailand",Vinod Singh Negi,Thailand,Bangkok 10600,https://th.linkedin.com/in/vinod-singh-negi-1a475024
250,ibis Styles Bangkok Sukhumvit 50,"2026, 11 Sukhumvit 50 Aly, Khwaeng Phra Khanong, Khlong Toei, Bangkok 10260, Thailand",,Thailand,Bangkok 10260,
251,Novotel Bangkok Bangna,"333 Srinagarindra Rd, Khwaeng Nong Bon, Khet Prawet, Bangkok 10250, Thailand",No data available.,Thailand,Bangkok 10250,
252,NOVOTEL KOH SI CHANG,"333 Tha Thewawong, Ko Sichang District, Chon Buri 20120, Thailand",No data available.,Thailand,Chon Buri 20120,
