Bionos Biotech S.L.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bionos%20biotech%20sl.org-377a38bf-9093-4646-b54f-b92df61d7978.html,https://www.bionos.com,aoltra@bionos.es,+34609315288
Biopolax,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biopolax.org-fcf26682-31b7-4137-9433-4f1a6200286d.html,https://www.biopolax.com,vp@biopolax.com,+44 2038352444
Biosynth,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biosynth.org-bce0d015-810d-409e-9744-cbfd402a55a1.html,https://www.biosynth.com,sales@biosynth.com,+44 1635 578444
Biosyntia,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biosyntia.org-ccd79671-a8b8-408f-b219-b17c8d371460.html,,,
Biotech Sante Bretagne,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biotech%20sante%20bretagne.org-83e704d0-2e1c-4f86-959a-ac80fe7ca8cf.html,https://www.biotech-sante-bretagne.fr/en/,,
BIOTOSKIN,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biotoskin.org-3514878b-192b-474c-9771-974a94d8f43c.html,,,
BIOTTONIA  ESSENCES,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biottonia%20%20essences.org-b2011c87-8ca5-4d43-985b-1d3a6e74015e.html,https://www.biottonia-essences.com,comercial@biottonia.com,+34660724564
Biova LLC,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biova%20llc.org-f2e0e678-07fe-4872-a080-8fac311a4378.html,http://biova.com,ajepson@biova.com,1-877-682-2673
BIOWEG,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bioweg.org-288a9fea-4d5d-493a-b156-872616187a2c.html,,,
Biox Systems Ltd,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biox%20systems%20ltd.org-716493b9-e671-4fff-a52d-659d5ae284a7.html,https://www.bioxsystems.com/,info@bioxsystems.com,
Bisor Corporation,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bisor%20corporation.org-948ffe19-c91b-4ed1-9650-1d10a4e423e9.html,http://www.bisorcare.com,may@bisorcare.com,+86 137 7318 1796
bitop,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bitop.org-701e2373-0981-4a42-8eb1-77d7fed90529.html,https://www.bitop.de/en,cosmetics@bitop.de,+49231 98 77 44 0
"Bloomage Biotechnology Corp.,Ltd",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bloomage%20biotechnology%20corpltd.org-01ad6556-3393-4381-9c0c-993f9d6036ac.html,,,
BNAEOPC,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bnaeopc.org-75e473a9-e23b-44ab-b30f-29cc71f2dcbe.html,,,
Bokwang Chemical Co. Ltd,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bokwang%20chemical%20co%20ltd.org-d6207702-6d92-44b6-bddb-df5d6a3cb48d.html,,,
Bossa Nova Vision,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bossa%20nova%20vision.org-55b958da-5606-4483-b377-bd26bfc6fed3.html,,,
BRACE Gmbh,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.brace%20gmbh.org-2bcb16ba-ec86-4aeb-b0fc-b86027db943d.html,,,
BRASCA INDUSTRIAL SRL,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.brasca%20industrial%20srl.org-7768a453-1eab-4578-a4a1-a1216afda9ee.html,,,
BRB International BV,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.brb%20international%20bv.org-40162c03-2e8b-476b-ab69-adbb79b22c76.html,,,
Bregaglio,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bregaglio.org-13fcf344-38ae-4c6a-8e0d-fff97bb147a5.html,,,
Brenntag Holding GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.brenntag%20holding%20gmbh.org-380f12ab-c6d5-40c5-929b-d17f9e12d80e.html,,,
Brother Enterprises Holding Co. Ltd.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.brother%20enterprises%20holding%20co%20ltd.org-b792e50d-651e-4b4b-98aa-2d3c83c902f0.html,,,
BTSA Natural antioxidants since 1994,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.btsa%20natural%20antioxidants%20since%201994.org-65ffe1cf-2fb5-47db-9801-e68cd2acfa70.html,,,
Bubune Africa,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bubune%20africa.org-b91d0f22-1f45-469d-8ac6-9c473b165431.html,,,
Bunge,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bunge.org-7a6306c7-9cee-4585-86f2-7c1915ac45a6.html,,,
BYK Additives,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.byk%20additives.org-54d8bdc1-f592-4894-b696-11204f26144a.html,,,
BYOME LABS,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.byome%20labs.org-09191676-16dd-49ca-8bad-3097903507c8.html,,,
C.H. Erbslöh GmbH & Co. KG.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.ch%20erbsl%C3%B6h%20gmbh%20%20co%20kg.org-e625d8e5-dce6-49d8-b7f5-2f77170ec6e4.html,,,
Cabeco®,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cabeco.org-303deae7-d768-493f-8a7c-c35e3bb4547e.html,,,
Caldic,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.caldic.org-775098c7-171b-4418-ab1e-277a88e73481.html,,,
Calumet Penreco,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.calumet%20penreco.org-b67dc74a-dc78-4404-8601-ad5f3fc50785.html,,,
Calyxia,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.calyxia.org-0146a151-e23e-4362-9ea7-2b4aac15ced5.html,,,
Cambrium GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cambrium%20gmbh.org-ac9bc6ad-72cb-492c-b3ff-c721dedf1271.html,,,
Campisi Citrus S.r.l.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.campisi%20citrus%20srl.org-ff0bb59d-d3a4-409c-96d1-aca62b0ec69d.html,,,
Campo Research Pte. Ltd.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.campo%20research%20pte%20ltd.org-c79bfb11-7543-49a1-8a3a-3f506c97bf82.html,,,
CANDELA PERÚ,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.candela%20per%C3%BA.org-abc3f880-5727-495e-a39a-f0cfd3133eac.html,,,
Canfield Scientific Inc,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.canfield%20scientific%20inc.org-3b109ee7-dacf-4dd7-9671-e0b2f5cde866.html,,,
CAPSULAB,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.capsulab.org-a84ef23a-00f1-4fba-963d-9f5b4d395cf6.html,,,
Carbonwave,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.carbonwave.org-10bf5525-baae-481d-b16b-981cb28b5b1c.html,,,
"Caregen Co., Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.caregen%20co%20ltd.org-cd1362e4-be54-4b5a-b757-f6e666088939.html,,,
Cargill NV,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cargill%20nv.org-abf97bc6-5461-42c7-93f3-93d147ec11d4.html,,,
Carlo Sessa S.p.A,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.carlo%20sessa%20spa.org-3f7480a5-3e50-4c4c-8d4b-a3bc7fbca825.html,,,
Caroi'Line Cosmética,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.caroiline%20cosm%C3%A9tica.org-903df151-32e4-4f76-b862-ac635c7b9809.html,,,
Carotex Koncentraty Tatrzański Sp.K.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.carotex%20koncentraty%20tatrza%C5%84ski%20spk.org-c6c82be0-96a9-475e-be29-c7dc00791823.html,,,
Carre Karton BV,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.carre%20karton%20bv.org-786eb160-a582-4da2-a566-30b7b1a5eb84.html,,,
CaryO,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.caryo.org-ad766661-94bf-4635-995b-1baffb965db8.html,,,
Catalent Beauty,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.catalent%20beauty.org-7adf03b5-4433-415c-813f-427b0da02c2e.html,,,
Ccism,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.ccism.org-9bacae37-cd9e-4f75-9a5f-9a5d3ece7823.html,,,
CellMark France SAS,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cellmark%20france%20sas.org-69d61c23-6753-4e8c-9b4d-c7b227ffd8ea.html,,,
Cellugy ApS,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cellugy%20aps.org-fc88d73e-7ff8-4a62-bbd4-b7b5b4443edb.html,,,
Centre de Promotion des Exportations,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.centre%20de%20promotion%20des%20exportations.org-bcad48cf-f2d7-4f7d-a834-39c930e9967a.html,,,
Centre for Industrial Rheology,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.centre%20for%20industrial%20rheology.org-500bb0d3-8bd8-4ce8-80bc-b8d0f41753ce.html,,,
Centre International de Developpement Pharmaceutique Ltee,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.centre%20international%20de%20developpement%20pharmaceutique%20ltee.org-84fd49a2-c3c8-4de1-b26c-272d4b6527c4.html,,,
CENTRIC SOFTWARE SAS,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.centric%20software%20sas.org-e170d952-03e1-4b1f-b974-49368f5ec1e2.html,,,
Natura-Tec,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.natura-tec.org-8ff38123-4d97-46f5-abcc-5ab888cbf991.html,https://www.natura-tec.com,info@natura-tec.com,+33498113800
Cerdia International GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cerdia%20international%20gmbh.org-b7fbf5e5-b691-4b60-baf5-244e4eedfb18.html,https://www.cerdia.com/cellulose-acetate,info@cerdia.com,
CERESINE,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.ceresine.org-5d839698-d490-455f-ab29-65c28e474bb8.html,https://www.ceresine.fr/,commercial@ceresine.com,+33491364070
CFF GmbH & Co. KG,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cff%20gmbh%20%20co%20kg.org-df0325b5-7a40-4b3f-9fbc-89b097dd59a5.html,https://www.cff.de/en/Products/SENSOCEL,SENSOCEL@cff.de,+49367838820
CHAMEDITECH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chameditech.org-22efd703-fe88-40a3-bb6c-34df8b375479.html,http://www.chamt.co.kr/,hannah@chamc.co.kr,+82-10-9294-7167
"Changsha Chemoway Imp&Exp Co.,Ltd",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.changsha%20chemoway%20impexp%20coltd.org-e46f3586-900b-4678-90fe-02b752e1fccc.html,https://changshachangtang.company.lookchem.cn/,478174779@qq.com,86073184372166
"Changsha Puji Biotechnology Co.,Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.changsha%20puji%20biotechnology%20coltd.org-ab9c1ec9-50d1-4164-9d17-94bc153977ef.html,,,
"Changshu League Chemical Co.,Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.changshu%20league%20chemical%20coltd.org-f04eaf33-e9a7-4a26-b175-93a891bbb8f7.html,http://www.leaguechemical.com,league@league-chem.com,0086 512 52872798
"Changzhou NaO Technology Co., Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.changzhou%20nao%20technology%20co%20ltd.org-e13cf63c-5818-4a08-a6bc-36b0d5b5805f.html,http://www.NaOchem.com,info@NaOchem.com,+ 86 (519) 81887346
Chemaxcel Corporation,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chemaxcel%20corporation.org-5ef0f9ad-eabe-4441-8f5d-a1f29287d404.html,https://www.chemaxcel.com,gzmao@chemaxcel.com,+8657128291608
Chemian Technology Limited,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chemian%20technology%20limited.org-af673ea5-2180-4a33-ad09-9f520f6629b5.html,https://www.citrepel.co.uk/chemian/,sales@chemian.co.uk,+44(0)1325244200
Chemical Inspection & Regulation Service Limited (CIRS),https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chemical%20inspection%20%20regulation%20service%20limited%20cirs.org-7e77918a-f49c-499c-a795-f6d36abe08b0.html,https://www.cirs-group.com/en/,julie@cirs-reach.com,0871972618
Chemical Marketing Concepts Europe,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chemical%20marketing%20concepts%20europe.org-84389ebb-0daf-4815-8a2d-b1415d5feaa3.html,https://www.odysseylogistics.com/chemical-sample-fulfillment/?utm_medium=Tradeshow &utm_source=In-Cosmetics&utm_campaign,infocmceu@odysseylogistics.com,
Chemipol S.A.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chemipol%20sa.org-3c5644fc-0359-4fbe-b9f7-f8f11dd1f497.html,http://www.chemipol.com,chemipol@chemipol.com,937831044
Chemir,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chemir.org-087ec4ec-0d1c-45fe-b681-8ced36e1b37e.html,https://chemir.es/,chemir@chemir.es,+34 934 392 051
Chemland Co. Ltd,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chemland%20co%20ltd.org-436c39f6-fb61-4304-952b-6bf49044e12b.html,https://chemland.co.kr:19160/main/main.html,export@chemland.co.kr,+82-70-7701-9319
ChemPoint,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chempoint.org-ec7ac7fc-3d23-4610-8527-23b1f6bfe2a2.html,https://www.chempoint.com/en-emea,SalesEMEA@ChemPoint.com,+31 43 711 0100
"CHEMSPEC CHEMICALS, LTD.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chemspec%20chemicals%20ltd.org-ea6af65a-135b-4955-b452-d5870826cd6f.html,,,
Chimilab Essor,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chimilab%20essor.org-5cf2de12-ca77-4b87-b529-cccd38ec1a30.html,http://www.chimilab-essor.com,interne.chimilab@orange.fr,+33320631540
"CHONGQING NUTRACHEM BIOCHEMICAL CO., LTD.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chongqing%20nutrachem%20biochemical%20co%20ltd.org-c6b5da7d-9a73-498e-8257-7383eaa88a0f.html,,,
"Chongqing Pellets Biotech Co.,Ltd",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chongqing%20pellets%20biotech%20coltd.org-074da06e-6035-4375-9c61-30345899b8a3.html,,,
"Chongqing Werlchem New Materials Co., Ltd",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.chongqing%20werlchem%20new%20materials%20co%20ltd.org-02bbada8-9e04-409f-8358-cfa994c8627a.html,http://www.werlchem.com,sales@werlchem.com,+86023-67521957;+8613320292971
CHT Germany GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cht%20germany%20gmbh.org-9667a9c8-d1c8-4b2a-a9b5-d9ed26395a3c.html,https://ww.cht.com,info@cht.com,+4970711540
CISME Italy SRL,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cisme%20italy%20srl.org-a50c947d-123e-45be-97c4-f00fbf394181.html,https://www.cismeitaly.com,cisme@cismeitaly.com,+390229000402
Clariant,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.clariant.org-32a9a002-95f8-49c9-b7fc-1388bcfa28c2.html,http://www.clariant.com/personalcare,marie.sanson@clariant.com,
CLR Chemisches Laboratorium Dr. Kurt Richter GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.clr%20chemisches%20laboratorium%20dr%20kurt%20richter%20gmbh.org-ad00c930-9920-42d7-89d0-108f34ff3e15.html,https://www.clr-berlin.com,info@clr-berlin.com,+49308510260
Cobiosa,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cobiosa.org-c2fdf041-461e-4bb5-890f-0f54badfa0b5.html,https://www.cobiosa.com,info@cobiosa.com,+34918510514
CODIF TECHNOLOGIE NATURELLE,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.codif%20technologie%20naturelle.org-fd8e7400-f124-4430-b580-8b8655c82d53.html,,,
Coffeeco,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.coffeeco.org-3d0e81c9-78a6-4649-9d62-c6becf41d930.html,https://coffe-eco.gr/,johnnie@coffe-eco.gr,+306988552403
Colonial Chemical Inc.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.colonial%20chemical%20inc.org-7425879d-8028-44fa-b75b-cb44b6c77fe2.html,https://www.colonialchem.com,info@colonialchem.com,+14238378800
Colorclay,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.colorclay.org-e67c66a7-f929-4688-984c-7cd0da235ff9.html,https://www.colorclay.com/,mercedes.diez@dksh.com,+34 93 240 2222
Comercial Quimica Massó S.A.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.comercial%20quimica%20mass%C3%B3%20sa.org-285bff20-11c6-416c-be44-a49f7891653f.html,https://www.cqmasso.com/fcr/,loliveras@cqmasso.com,683361541
Concentrated Aloe Corporation,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.concentrated%20aloe%20corporation.org-f3d857bd-cd0f-4224-aa79-177cf6f9a1ab.html,https://www.conaloe.com,brian@conaloe.com,800-638-0082
Connect Chemicals GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.connect%20chemicals%20gmbh.org-5892bbdb-f0ee-40ea-8f86-49115d15efb7.html,https://www.connectchemicals.com,cosmetics@connectchemicals.com,
Contexa,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.contexa.org-0d14c844-83e1-492f-9665-b4ae838aca81.html,https://contexa.ch/accueil/,info@contexa.ch,+41 22 797 36 46
Contipro a.s.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.contipro%20as.org-f37f43bd-83d1-4cb6-bf14-6acbfd02b8c2.html,https://www.contipro.com,info@contipro.com,+420465519530
Core Biogenesis,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.core%20biogenesis.org-9c2e7d17-eff9-4b0b-b900-4ce216edb3de.html,,tony.abboud@corebiogenesis.com,
Cornelius Group Plc,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cornelius%20group%20plc.org-54d3a33e-c8fd-452a-a254-3b6fc4545229.html,https://www.cornelius.co.uk/,sales.enquiries@cornelius.co.uk,+44 (0)1279 714 300
CORTEX TECHNOLOGY Denmark,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cortex%20technology%20denmark.org-6abd0a41-b13f-4580-b6b5-f39bd0315605.html,https://www.cortex.dk,cortex@cortex.dk,+4598574100
Corum Inc.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.corum%20inc.org-acf4495f-fe34-4953-94e7-aa06176ca75d.html,https://www.corum.com.tw/,sales@corum.com.tw,+886287516060
"CoSeedBioPharm Co., Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.coseedbiopharm%20co%20ltd.org-49c21f60-d98e-47d4-8c9a-47946cf4928b.html,http://www.coseed.co.kr,mkd@coseed.co.kr,+82 70 5003 2262
COSMACT SAS,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cosmact%20sas.org-c20a60a9-e0cc-4605-b541-a2895e2456b5.html,https://www.cosmact.eu/,contact@cosmact.eu,+33130398673
COSMED,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cosmed.org-f902a022-5e1f-4d59-91d5-40f1fe587a20.html,https://www.cosmed.fr/,contact@cosmed.fr,+33442223040
GLIA,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.glia.org-a1f04e38-74c0-4ce9-9a94-c8ba7abf6016.html,https://gliai.com.br/,contato@gliai.com.br,+556232770042
Cosmer,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cosmer.org-fa9896aa-ba60-4080-a3ef-98b618f229e6.html,https://www.cosmer.fr/,projets@cosmer.fr,+ 33 5 63 97 56 45
Cosmetic Valley,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cosmetic%20valley.org-6c093db3-c34b-4f38-9db6-b26545928002.html,https://www.cosmetic-valley.com,contact@cosmetic-valley.com,+33237211211
COSMETICA ORGANIK,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cosmetica%20organik.org-af14e309-9f4a-43f8-8a98-141cc47b4d5d.html,,,
Cosmo International Fragrances,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cosmo%20international%20fragrances.org-1d722801-1ba3-4e6f-abe0-c5cc7bf09d02.html,https://cosmo-fragrances.com/,jean.gatignol@cosmo-fragrances.com,+34 936 429 300
Cosmodec Inc,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cosmodec%20inc.org-0ea0698f-5bc8-4c96-9e96-b6a65292c404.html,,CosmodecSales@gmail.com,+82314532575
COSMOLIFE,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cosmolife.org-e798a515-efdf-442a-990f-11b71e4a0def.html,,,
COSMOS CHEMICAL COMPANY LIMITED,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cosmos%20chemical%20company%20limited.org-371bec5d-91f6-4efa-803a-1f3dd3dc30c9.html,http://www.cosmoschem.com/,miranda.sun@cosmoschem.com,+86-25-66987788 ext. 8070
Cosun Biobased Experts B.V,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cosun%20biobased%20experts%20bv.org-6d4c48aa-a893-48f2-aa03-2b8c6ed2347d.html,https://www.cosunbiobased.com,info@cosunbiobased.com,+31 76 530 3333
Courage + Khazaka Electronic GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.courage%20%20khazaka%20electronic%20gmbh.org-7f5be976-7c66-4791-a99b-5ee80de5f877.html,https://www.courage-khazaka.de/index.php/en/,info@courage-khazaka.de,+492219564990
CovationBio PDO,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.covationbio%20pdo.org-9f261b58-5119-41bf-9869-3bcdf00916f2.html,,,
CPL Aromas,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cpl%20aromas.org-1753bfe3-99c3-4010-9a30-f4f003a4cb17.html,http://www.cplaromas.com,,
Crafted,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.crafted.org-cafadf15-7ad6-4996-9868-9176e69dc6fe.html,https://craftedco.uk/,hello@craftedco.uk,
CREATHES,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.creathes.org-ebddb01b-46b2-4b81-ac81-e8c3518cbabd.html,https://www.creathes.com,contact@creathes.com,+33.3.84.59.04.82
Cretan Herbalchem S.A.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cretan%20herbalchem%20sa.org-d0707c53-4cbb-4d2d-b660-f8a10ef0994c.html,https://cretanherbalchem.com/,info@cretanherbalchem.com,+30 28910 41640
CRIS SOUFFLET,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cris%20soufflet.org-33429d42-4548-4958-8a5d-83a6c617337e.html,,,
Cristalco,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cristalco.org-effcf221-2dfc-48f5-ac02-fd196988a4e1.html,https://cristalco.com/,alcool-bioethanol@cristalco.com,+33142990000
Croda Europe Ltd,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.croda%20europe%20ltd.org-c799224c-120d-4838-9117-cdb6f494663a.html,http://www.crodapersonalcare.com,pc-europe@croda.com,+44 (0) 1405 860551
Crodarom,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.crodarom.org-fdb5d4d6-5588-4a86-a81e-3565cddb18cb.html,,,
CTIBIOTECH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.ctibiotech.org-19cf81c0-c784-4b6a-bbe0-dbfc29572c9e.html,,,
Curie Co,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.curie%20co.org-63af7a4e-fb11-4e89-945c-17a1a1df31ed.html,https://curieco.com/,sales@curieco.com,888-819-7073
COSMETOSCIENCES,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.cosmetosciences.org-8878d020-c410-4210-a442-de30af36d64c.html,https://cosmetosciences.fr/,cosmetosciences@univ-orleans.fr,02 38 56 78 11
DACHSER,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.dachser.org-6148c8ab-69f5-40f3-8886-3046d2a05a9f.html,https://www.dachser.fr/fr/cosmetics-logistics-1136,cosmeticslogistics@dachser.com,02 51 66 54 10
"Daebong LS Co., Ltd",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.daebong%20ls%20co%20ltd.org-c7311965-6e5b-41a7-8f26-5fae49e2b24e.html,http://www.daebongls.co.kr/eng,yj.kim1@daebongls.co.kr,+82327128716
Daito Kasei Europe,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.daito%20kasei%20europe.org-c15899b5-7e05-4d28-bbf1-23e627f82e5a.html,,,
"Delfin Technologies, Ltd",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.delfin%20technologies%20ltd.org-4d1f55a5-bd3a-4668-b2df-cf34fe159f05.html,,,
Denita Ltd,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.denita%20ltd.org-46d01f8b-c546-4400-aacc-249fa417e470.html,,,
Department for Business and Trade (UK),https://www.in-cosmetics.com/global/en-gb/exhibitor-details.department%20for%20business%20and%20trade%20uk.org-56d2062c-83cb-46fa-a320-6dc52f39f039.html,https://www.gov.uk/government/organisations/department-for-business-and-trade,,
Dermaclaim Lab,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.dermaclaim%20lab.org-b72ba0d3-e8b0-4081-937f-61e321d0e853.html,,,
Dermapro,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.dermapro.org-bcfd391f-af2d-45fa-9ac1-a1bc5f7e41d3.html,https://www.dermapro.co.kr,dermapro@dermapro.co.kr,+827086721186
Dermatest GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.dermatest%20gmbh.org-838b550e-a60f-4a7f-aa2f-1c2d5075d38e.html,https://dermatest.com/,info@dermatest.de,+49-251-481637-0
Deutsche Lanolin Gesellschaft GmbH & Co KG,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.deutsche%20lanolin%20gesellschaft%20gmbh%20%20co%20kg.org-fcf998f6-a4d0-41f0-b5bb-845044e773ca.html,http://www.lanolin.de,info@lanolin.de,+4969561035
DEV'UP Centre-Val De Loire,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.devup%20centre-val%20de%20loire.org-a3e488c7-0198-4736-aa8c-03b3a5d4e5f6.html,https://www.devup-centrevaldeloire.fr/,contact@devup-centrevaldeloire.fr,+33238888810
Dia-Stron Ltd,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.dia-stron%20ltd.org-ced46cd1-40f7-42aa-b5b0-8b625fec44aa.html,https://www.diastron.com/,enquiry@diastron.com,+441264334700
Disproquima SAU,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.disproquima%20sau.org-42bfcf41-a9e0-4a44-9e20-b9aeb8e13d19.html,,,
"DJC Co., Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.djc%20co%20ltd.org-5d6cea31-7dbc-4027-b635-4f5acf675631.html,,,
DKSH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.dksh.org-cc62a5b2-fdfc-44fa-a80d-09638341bc0a.html,https://www.dksh.com,yolanda.valenzuela@dksh.com,+34 93 240 2222
Döhler GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.d%C3%B6hler%20gmbh.org-1fab0018-1f66-4c4a-a4ff-1e3106e244e5.html,,,
