Member Name,Address,Phone,Email,Website
FMTC SAFETY,"{'Link': 'https://www.google.fr/maps/place/303 Route du Fortelet, 59760 Grande Synthe/', 'Text': ''}",03 66 89 03 45,arnaud.lescene@fmtcsafety.com,https://fmtcsafety.com/fr/
FONDATION OPEN-C,"{'Link': 'https://www.google.fr/maps/place/Bâtiment IM3, 1 rue de la Noë 44300 Nantes/', 'Text': ''}",,contact@fondation-open-c.org,https://fondation-open-c.org/
FONDEOLE SAS,"{'Link': 'https://www.google.fr/maps/place/82 avenue de Bammental 51130 Vertus/', 'Text': ''}",03 26 53 21 96,info@fondeole.com,http://www.fondeole.com
France renouvelables,"{'Link': 'https://www.google.fr/maps/place/5 Avenue de la République 75011 Paris/', 'Text': ''}",01 42 60 07 41,contact@france-renouvelables.fr,https://www.france-renouvelables.fr/
GAIA ENERGY SYSTEMS,"{'Link': 'https://www.google.fr/maps/place/146 rue Paradis 13006 MARSEILLE/', 'Text': ''}",,,www.gaia-energy.fr
Gazel Énergie,"{'Link': 'https://www.google.fr/maps/place/9 Rue du Débarcadère 92700 Colombes/', 'Text': ''}",01 44 63 39 98,contact@gazelenergie.fr,https://gazelenergie.fr/
GDES Wind SAS,"{'Link': 'https://www.google.fr/maps/place/1445 avenue du Comtat 84500 BOLLENE/', 'Text': ''}",06 72 93 74 76,h.guigue@gdes.com,https://gdes.com/wind/fr/
GE WIND,"{'Link': 'https://www.google.fr/maps/place/20 avenue André Prothin 92063 Courbevoie/', 'Text': ''}",01 41 97 56 33,,https://www.gerenewableenergy.com/
GEG ENR,"{'Link': 'https://www.google.fr/maps/place/17 rue de la Frise BP183 38042 Grenoble/', 'Text': ''}",04 76 84 89 21,,https://groupe.geg.fr
GIDE LOYRETTE NOUEL AARPI,"{'Link': 'https://www.google.fr/maps/place/22 cours Albert 1er 75008 Paris/', 'Text': ''}",01 40 75 60 00,,https://www.gide.com
GLOBAL WIND POWER FRANCE,"{'Link': 'https://www.google.fr/maps/place/Tour Vista 52 quai de Dion Bouton 92800 Puteaux/', 'Text': ''}",01 73 00 67 85,france@globalwindpower.com,http://www.globalwindpower.fr/
GOTHAER,"{'Link': 'https://www.google.fr/maps/place/2 quai Kleber 67000 Strasbourg/', 'Text': ''}",03 88 75 50 60,courrier@gothaer.fr,https://www.gothaer.de/
GOWLING WLG FRANCE,"{'Link': 'https://www.google.fr/maps/place/38 avenue de l’Opéra, 75002 Paris/', 'Text': ''}",01 42 99 35 00,,https://gowlingwlg.com/en/global-reach/france/
GP JOULE France SAS,"{'Link': 'https://www.google.fr/maps/place/153 bd Haussmann 75008 Paris/', 'Text': ''}",01 69 07 04 08,info@gp-joule.com,http://www.gp-joule.eu/
GREENCOAT RENEWABLES,"{'Link': 'https://www.google.fr/maps/place/Second Floor 51A Dawson Street Dublin 2 D02 TV77 IRLANDE/', 'Text': ''}",442078329400,company.secretary@greencoat-renewables.com,https://www.greencoat-renewables.com/
GREENSOLVER,"{'Link': 'https://www.google.fr/maps/place/28 boulevard Haussmann 75009 Paris/', 'Text': ''}",01 80 87 85 60,contact@greensolver.net,https://greensolver.net
GREENVOLT POWER FRANCE SAS,"{'Link': 'https://www.google.fr/maps/place/152 rue Pierre Corneille/', 'Text': ''}",,john.bottomley@v-ridium.com,https://power.greenvolt.com/fr/
GreenWITS,"{'Link': ""https://www.google.fr/maps/place/RPT DE L'ECHANGEUR LIEUDIT LES LEVES 69360 SOLAIZE/"", 'Text': ''}",,yann.lepoutre@greenwits.com,https://www.greenwits.com/
GRETA-CFA du Maine,"{'Link': 'https://www.google.fr/maps/place/28 Rue des Grandes Courbes, 72100 Le Mans/', 'Text': ''}",02 43 84 04 50,contactgreta-cfa.maine@ac-nantes.fr,https://www.greta-cfa-paysdelaloire.fr/nos-centres-de-formation/greta-cfa-du-maine/
GRID SOLUTIONS SAS,"{'Link': 'https://www.google.fr/maps/place/259 allée Jacques Monod, 6979, SAINT-PRIEST2,/', 'Text': ''}",,,https://www.gegridsolutions.com/
GROUPE ETCHART,"{'Link': 'https://www.google.fr/maps/place/21 rue Galilée 17440 Aytré/', 'Text': ''}",05 59 52 56 80,accueil@groupe-etchart.fr,http://www.groupe-etchart.fr
GROUPE VALECO,"{'Link': 'https://www.google.fr/maps/place/188 rue Maurice Béjart CS 57392 34184 Montpellier cedex 4/', 'Text': ''}",04 67 40 74 00,,https://groupevaleco.com
H2air SAS,"{'Link': 'https://www.google.fr/maps/place/29 rue des trois cailloux 80000 Amiens/', 'Text': ''}",03 22 80 01 64,info@h2air.fr,https://h2air.fr/
HELIANTIS ENERGIES,"{'Link': 'https://www.google.fr/maps/place/595 chemin de Bois Comtal  69390 Millery/', 'Text': ''}",01 87 20 00 51,contact@heliantis-energies.fr,https://www.heliantis-energies.fr/
HELIOPALES,"{'Link': 'https://www.google.fr/maps/place/Le Villard 74360 Vacheresse/', 'Text': ''}",04 50 73 78 34,info@heliopales.com,http://www.heliopales.com
HENSOLDT France SAS,"{'Link': 'https://www.google.fr/maps/place/115 Av. de Dreux, 78370 Plaisir/', 'Text': ''}",,michel.folscheid@hensoldt.net,https://www.hensoldt.fr/what-we-do/energy/airsentinel-systeme-de-detection-des-aeronefs-a-proximite-des-eoliennes/
HK LEGAL,"{'Link': 'https://www.google.fr/maps/place/91 avenue de la République 75011 Paris/', 'Text': ''}",01 55 28 32 77,contact@hklegal.fr,https://www.hklegal.fr/
HTC TECHNIQUES VERTICALES,"{'Link': ""https://www.google.fr/maps/place/Zone d'activités Valdonne, 13124 Peypin/"", 'Text': ''}",04 42 01 19 95,contact@htc-tv.fr,https://www.htc-tv.fr
HYDRODIESOL SAS,"{'Link': 'https://www.google.fr/maps/place/18 RUE NOTRE DAME DU PONTEIL, 63500 ISSOIRE/', 'Text': ''}",,jean-robert.costes@live.fr,
HYDRONEXT,"{'Link': 'https://www.google.fr/maps/place/14 rue Ybry 92200 Neuilly-sur-Seine/', 'Text': ''}",01 84 20 02 36,,http://www.hydronext.fr
IBERDROLA RENOVABLES France,"{'Link': 'https://www.google.fr/maps/place/5 place de la Pyramide - Tour Ariane - Paris La Défense 92800 PUTEAUX/', 'Text': ''}",01 87 10 57 42,contact@iberdrola.fr,http://www.iberdrola.es/
IEL DEVELOPPEMENT,"{'Link': 'https://www.google.fr/maps/place/41 ter bd Carnot 22000 Saint-Brieuc/', 'Text': ''}",02 30 96 02 21,contact@iel-energie.com,http://www.iel-energie.com/
IFOPSE,"{'Link': ""https://www.google.fr/maps/place/11 parc d'activité des Métairies 56130 NIVILLAC/"", 'Text': ''}",299906500,contact@ifopse.com,https://www.ifopse.com/
IFP ENERGIES NOUVELLES,"{'Link': ""https://www.google.fr/maps/place/Rond-point de l'échangeur de Solaize 69360 Solaize/"", 'Text': ''}",04 37 70 28 50,,http://www.ifpenergiesnouvelles.fr
Imagin’ERe,"{'Link': 'https://www.google.fr/maps/place/3, rue du moulin de la canne - 45300 PITHIVIERS/', 'Text': ''}",06 62 75 23 12,didier.mazens@imagin-ere.fr,www.imagin-ere.fr
INERSYS – Groupe Syscom,"{'Link': 'https://www.google.fr/maps/place/Z.A. des Métairies II BP 48 NIVILLAC 56130 La Roche-Bernard/', 'Text': ''}",02 99 90 87 07,,https://www.inersys-syscom.fr/
INNERGEX France SAS,"{'Link': 'https://www.google.fr/maps/place/49 rue du Président Edouard Herriot 69002 Lyon/', 'Text': ''}",04 26 46 03 96,info@innergex.com,http://www.innergex.com
INTHY,"{'Link': 'https://www.google.fr/maps/place/80 RUE SAINT LAZARE 75009 PARIS/', 'Text': ''}",,contact@inthy.com,https://inthy.com/
Iqony Wind France S.A.S,"{'Link': 'https://www.google.fr/maps/place/27 RUE DU CHAMP DE MARS, 57200  SARREGUEMINES/', 'Text': ''}",0763446214,contact-france@iqony.energy,https://wind.iqony.energy/fr/
IRIDIA TECHNOLOGIES,"{'Link': 'https://www.google.fr/maps/place/Αιγιαλείας 52, Μαρούσι 151 25/', 'Text': ''}",302102710600,info@digisec.gr,https://irida-tech.ai/
JEANTET,"{'Link': 'https://www.google.fr/maps/place/11, rue Galilée – 75116 Paris/', 'Text': ''}", 01 45 05 80 08,info@jeantet.fr,https://www.jeantet.fr/
JIGRID,"{'Link': 'https://www.google.fr/maps/place/30 allée des Tilleuls 04200 Sisteron/', 'Text': ''}",09 67 70 22 10,,http://www.jigrid.com/
JOHN COCKERILL,"{'Link': ""https://www.google.fr/maps/place/Lot 14 Boulevard de l'Engrenier 13110 Port de Bouc/"", 'Text': ''}",04 42 40 05 00,services.windturbine.france@johncockerill.com,https://johncockerill.com/fr/
Jones day,"{'Link': 'https://www.google.fr/maps/place/2 rue saint-florentin, 75001 Paris /', 'Text': ''}",01 56 59 39 39 ,adelsaux@jonesday.com,https://www.jonesday.com/fr
JP ENERGIE ENVIRONNEMENT,"{'Link': 'https://www.google.fr/maps/place/12 rue Martin Luther King 14280 Saint-Contest/', 'Text': ''}",02 31 43 70 00,info@jpee.fr,http://www.jpee.fr
KALLIOPE,"{'Link': 'https://www.google.fr/maps/place/98 boulevard Malesherbes 75017 Paris/', 'Text': ''}",01 44 70 64 70,contact@kalliope-law.com,https://www.kalliope-law.com/fr/
KDE ENERGY France,"{'Link': 'https://www.google.fr/maps/place/Synergie Parc 4 rue Nicolas Appert 59260 Lézennes/', 'Text': ''}",09 63 40 90 60,,http://www.kde-energy.fr/
KGAL,"{'Link': 'https://www.google.fr/maps/place/Tolzer Strabe 15 82031 Grunwald/', 'Text': ''}",49 30 25761690,contact@kgal.de,www.kgal-group.com 
KJM CONSEIL SAS,"{'Link': 'https://www.google.fr/maps/place/18 rue Quentin 21000 Dijon/', 'Text': ''}",,havnhove@kjm-conseil.com,https://www.kjm-conseil.com/
KLUBER LUBRICATION FRANCE S.A.S,"{'Link': 'https://www.google.fr/maps/place/ZI des Auréats 10 à 16 Allée Eugène Ducretet 26000 Valence/', 'Text': ''}",+33 4 75 44 84 24 ,nicolas.ory@klueber.com,https://www.klueber.com/fr/fr/solutions-industrielles/industries/lubrifiants-hautes-performances-eoliennes/?mtm_campaign=wind_FEE&mtm_source=website
Lanthan Safe Sky GmbH,"{'Link': 'https://www.google.fr/maps/place/Wieslocher Str. 38 69190 Walldorf GERMANY/', 'Text': ''}",+49 6227 69 89 630,vertrieb@lanthan-safe-sky.com,https://www.lanthan-safe-sky.com/
LHOTELLIER,"{'Link': 'https://www.google.fr/maps/place/ZI rue du Manoir, 76340  Blangy-sur-Bresle/', 'Text': ''}",02 35 17 60 00 ,contact@lhotellier.fr,https://www.lhotellier.fr/
LIGHT GUARD GmbH,"{'Link': 'https://www.google.fr/maps/place/Krendelstr. 32, 30916 Isernhagen OT Altwarmbüchen, Germany/', 'Text': ''}",+49 511 47404830,info@light-guard.com,https://light-guard.com/
LINKLATERS LLP,"{'Link': 'https://www.google.fr/maps/place/25 rue de Marignan 75008 Paris/', 'Text': ''}",01 56 43 56 43,,https://www.linklaters.com
LOCOGEN SAS,"{'Link': 'https://www.google.fr/maps/place/34 rue Frederic Le Guyader 35200 RENNES/', 'Text': ''}",09 52 41 52 43,cedric.gerbier@locogen.com,https://www.locogen.fr/
LOUIS DREYFUS ARMATEUR,"{'Link': 'https://www.google.fr/maps/place/21 Quai Gallieni 92150 Suresnes/', 'Text': ''}",01 70 38 60 00,,http://www.lda.fr
LOXAM,"{'Link': 'https://www.google.fr/maps/place/8 RUE FELIX PYAT, 92800 PUTEAUX/', 'Text': ''}",0800 20 40 80,jerome.dumortier@loxam.fr,https://www.loxam.fr
LPA-CGR avocats,"{'Link': 'https://www.google.fr/maps/place/136 avenue des Champs-Elysées 75008 Paris/', 'Text': ''}",01 53 93 30 00,paris@lpalaw.com,http://www.lpalaw.com
Lycée DHUODA,"{'Link': 'https://www.google.fr/maps/place/17 Rue Dhuoda 30913 Nîmes/', 'Text': ''}",04 66 04 85 85,ce.0300026r@ac-montpellier.fr,http://www.lycee-dhuoda-nimes.com
LYCEE SAINT FRANCOIS D’ASSISE,"{'Link': 'https://www.google.fr/maps/place/40 Rue Victor Hugo, 85000 La Roche-sur-Yon/', 'Text': ''}",02 51 37 04 48,,https://www.stfrancoislaroche.fr/
M WIND,"{'Link': 'https://www.google.fr/maps/place/42 cours Pierre Vasseur, 91120 Palaisseau/', 'Text': ''}",01 47 55 74 30,contact@mwind.fr,https://mwind.fr
MAGREE SOURCE,"{'Link': 'https://www.google.fr/maps/place/25 avenue des Martyrs, 38042 Grenoble/', 'Text': ''}",07 68 48 86 43,erick.petit@magreesource.com,https://www.magreesource.org
MASER ENGINEERING,"{'Link': 'https://www.google.fr/maps/place/4 rue des Fondeurs 44570 Trignac/', 'Text': ''}",01 55 46 50 97,,http://maser-engineering.com
MD WIND,"{'Link': 'https://www.google.fr/maps/place/23 Gruuss Strooss L-9991 Weiswampach Luxembourg/', 'Text': ''}",03 52 27 80 16,info@mdwind.com,https://mdwind.com
MENARD,"{'Link': 'https://www.google.fr/maps/place/22 Rue Jean Rostand, 91400 Orsay/', 'Text': ''}",169013738,maelle.jourdren@menard-mail.com,https://www.menardfrance.fr/
METROL,"{'Link': 'https://www.google.fr/maps/place/44 rue de La Quintinie 75015 Paris/', 'Text': ''}",01 40 45 33 40,,http://www.metrol.fr
MIROVA,"{'Link': 'https://www.google.fr/maps/place/21 quai d’Austerlitz 75013 Paris/', 'Text': ''}",01 58 55 70 10,,http://www.mirova.com
MW ENERGIES,"{'Link': 'https://www.google.fr/maps/place/40 Rue du Village 91530 Le Val-Saint-Germain/', 'Text': ''}",,,http://mwenergies.com/
NATURAL FORCES RENEWABLES IRELAND,"{'Link': 'https://www.google.fr/maps/place/3rd Floor, Hampton House, 27 Mount Street Lower, Dublin, D02 FC43, Irlande/', 'Text': ''}",,community@naturalforces.ie,https://naturalforces.ie/
NATURAL POWER,"{'Link': 'https://www.google.fr/maps/place/1 boulevard Salvador Allende 44100 Nantes/', 'Text': ''}",02 49 88 12 80,info@naturalpower.fr,https://www.naturalpower.com/fr/
NEOPOLIA,"{'Link': 'https://www.google.fr/maps/place/35 Av. du Général de Gaulle, 44600 Saint-Nazaire/', 'Text': ''}",02 40 17 21 52,contact@neopolia.fr,https://www.neopolia.fr/
NEOTEK SAS,"{'Link': 'https://www.google.fr/maps/place/85 Rue Michel Marion, 56850 Caudan/', 'Text': ''}",33297898720,cyril.giry@neotek-web.com,https://neotek-web.com/
NET WIND,"{'Link': 'https://www.google.fr/maps/place/PA de Tournebride 17 rue de la Guillauderie 44118 La Chevrolière/', 'Text': ''}",02 40 97 70 41,contact@net-wind.com,https://www.net-wind.com
NORDEX FRANCE SAS,"{'Link': 'https://www.google.fr/maps/place/194 avenue Président Wilson 93210 La Plaine Saint-Denis/', 'Text': ''}",01 55 93 43 43,contact_france@nordex-online.com,http://www.nordex-online.fr/
NORIA,"{'Link': 'https://www.google.fr/maps/place/159 Avenue de la Marne 59700 Marcq-en-Barœul/', 'Text': ''}",02 99 72 10 89,coordination.noria@gmail.com,http://www.noria.eu
NORMANDIE ENERGIES,"{'Link': 'https://www.google.fr/maps/place/Avenue de l’Université 76800 Saint Etienne du Rouvray Cedex/', 'Text': ''}",02 32 95 99 95,info@energies-normandie.com,http://www.energies-normandie.com
NORMANDIE MARITIME,"{'Link': 'https://www.google.fr/maps/place/8 rue Léopold Sedar Senghor, 14460 Colombelles/', 'Text': ''}",06 82 88 57 69,delphine.lefrancois@normandie-maritime.fr,https://www.normandie-maritime.fr
NORTON ROSE FULBRIGHT LLP,"{'Link': 'https://www.google.fr/maps/place/40 rue de Courcelles 75008 Paris/', 'Text': ''}",01 56 59 50 00,,http://www.nortonrosefulbright.com/fr/
Notaires Jaurès Nîmes,"{'Link': 'https://www.google.fr/maps/place/49 avenue Jean Jaurès 30900 Nîmes/', 'Text': ''}",04 66 28 87 13,barbara.simerey@notaires.fr,https://www.notaires-jaures-nimes.fr/
NOTUS ENERGIE France,"{'Link': 'https://www.google.fr/maps/place/24-26 rue de la Pépinière 75008 Paris/', 'Text': ''}",33142220303,,https://www.notus.fr/
NOUVERGIES,"{'Link': 'https://www.google.fr/maps/place/5 rue Jean Monnet 94130 Nogent-sur-Marne/', 'Text': ''}",01 77 61 55 60,contact@nouvergies.com,https://nouvergies.com/
NTR WIND MANAGEMENT DAC,"{'Link': 'https://www.google.fr/maps/place/Sandyford Industrial Estate Dublin D18Y2T8 Ireland/', 'Text': ''}",353-1-206-3700,,http://www.ntrplc.com
OBSTA,"{'Link': 'https://www.google.fr/maps/place/2 rue Troyon 92310 Sèvres/', 'Text': ''}",01 41 23 50 10,info@obsta.com,http://obsta.com
OCEAN WINDS,"{'Link': 'https://www.google.fr/maps/place/25 Quai Panhard et Levassor 75013 Paris/', 'Text': ''}",,dominique.moniot@oceanwinds.com,https://www.oceanwinds.com
OIM FRANCE,"{'Link': 'https://www.google.fr/maps/place/6 Rue Bois Robillard 44300 Nantes/', 'Text': ''}",,benoit.peyrichout@oim-services.com,https://www.oim-services.com/
OMEXOM RENEWABLE ENERGIES OFFSHORE GMBH,"{'Link': 'https://www.google.fr/maps/place/Bahnhofstraße 7 26123 OLDENBURG GERMANY/', 'Text': ''}",+49 441 350 21 151,sophia.ziyat@omexom.com,https://omexom-offshore.de/en/
OPALE ENERGIES,"{'Link': 'https://www.google.fr/maps/place/17 Rue du Stade, 25660 Fontain/', 'Text': ''}",03 81 61 66 88,,https://www.opale-energies.fr/
OSTWIND international,"{'Link': 'https://www.google.fr/maps/place/Espace Européen de l’Entreprise 1 rue de Berne 67300 Schiltigheim/', 'Text': ''}",03 90 22 73 40,info@ostwind.fr,http://www.ostwind.fr/
OvP Solutions SAS,"{'Link': '', 'Text': ''}",06 07 61 10 88,perot.olivier@neuf.fr,
OXAN ENERGY,"{'Link': 'https://www.google.fr/maps/place/7 rue Eugène Millon, 75015 PARIS/', 'Text': ''}",06 62 22 52 52,nicolas.paul-dauphin@oxan.energy,https://oxan.energy/
Photosol Développement,"{'Link': 'https://www.google.fr/maps/place/40-42 Rue de la Boétie 75008 Paris/', 'Text': ''}",,,https://www.photosol.fr/
PINSENT MASONS FRANCE LLP,"{'Link': 'https://www.google.fr/maps/place/21-23 Rue Blazac 75008 Paris/', 'Text': ''}",01 53 53 02 80,andre.torel@pinsentmasons.com,https://www.pinsentmasons.com/fr-fr
PLANETA France SAS,"{'Link': 'https://www.google.fr/maps/place/ZI Le Pan Loup 44220 Couëron/', 'Text': ''}",09 51 25 87 61,info@planeta-france.com,http://www.planeta-france.com
PLASTEOL,"{'Link': 'https://www.google.fr/maps/place/24 All. Loïc Caradec, 56000 Vannes/', 'Text': ''}",297409844,p.lejoubioux@plasteol.fr,https://www.plasteol.fr
POLE MEDITERRANEE,"{'Link': 'https://www.google.fr/maps/place/40 rue Eugène Jacquet 59700 Marcq-en-Barœul/', 'Text': ''}",03 20 99 46 37,contact@pole-medee.com,http://www.pole-medee.com
POMA LEITWIND,"{'Link': 'https://www.google.fr/maps/place/109 rue Aristide Bergès CS 30047 38341 Voreppe Cedex/', 'Text': ''}",04 76 28 70 00,eolien@poma-leitwind.com,http://www.poma.net/
POWEEND,"{'Link': 'https://www.google.fr/maps/place/11 avenue Marc Lefrancq 59121 PROUVY/', 'Text': ''}",327320798,contact@poweend.com,www.poweend.com
PRINCIPLE POWER FRANCE,"{'Link': 'https://www.google.fr/maps/place/1140 rue André Ampère Actimart U1-B 13290 Aix-en-Provence/', 'Text': ''}",04 42 693 850,,http://www.principlepowerinc.com/
PRUD’HOMME & BAUM,"{'Link': 'https://www.google.fr/maps/place/1-3 Rue Lulli, 75002 Paris/', 'Text': ''}",142332105,axelle.testut@prudhommebaum.fr,https://www.prudhommebaum.fr/
PWC SOCIÉTÉ D’AVOCATS,"{'Link': 'https://www.google.fr/maps/place/61 Rue de Villiers 92208 Neuilly-sur-Seine/', 'Text': ''}",01 56 57 56 57,,https://www.pwcavocats.com
QAIR,"{'Link': 'https://www.google.fr/maps/place/Domaine de Patau Chemin de Maussac Patau 34420 Villeneuve les Beziers/', 'Text': ''}",,,https://www.qair.energy/
QENERGY FRANCE,"{'Link': 'https://www.google.fr/maps/place/330 rue du Mourelet ZI de courtine 84000 Avignon/', 'Text': ''}",04 32 76 03 00,info.france@qenergyfrance.eu,https://qenergy.eu/france/fr/
QUENEA ENERGIES RENOUVELABLES,"{'Link': 'https://www.google.fr/maps/place/10 place du champ de foire 29270 Carhaix/', 'Text': ''}",02 98 93 31 00,commercial@quenea.com,http://www.quenea.com/
RBA,"{'Link': 'https://www.google.fr/maps/place/5 Rue de Prony 75017 Paris/', 'Text': ''}",01 44 40 54 00,,https://www.rbagroupe.com
REMAP SERVICES,"{'Link': 'https://www.google.fr/maps/place/9 rue Georges Braque, 76000 Rouen/', 'Text': ''}",,julien.buzzi@remapservices.com,https://www.remapservices.com/
RENANTIS,"{'Link': 'https://www.google.fr/maps/place/5 Rue Jean Macé 35000 Rennes/', 'Text': ''}",02 23 45 06 99,,https://developpement.renantis.com/home-12/
RENNER ENERGIES,"{'Link': 'https://www.google.fr/maps/place/26-28 rue Buirette 51100 Reims/', 'Text': ''}",03 26 35 29 72,communication@renner-energies.com,https://www.renner-energies.com/fr
RES SERVICES,"{'Link': 'https://www.google.fr/maps/place/115 rue du Mourelet - ZI de Courtine 84000 AVIGNON/', 'Text': ''}",432768222,robin.drevet@res-group.com,https://www.res-group.com
ROBUR WIND FRANCE,"{'Link': 'https://www.google.fr/maps/place/6, rue Abraham de Moivre 51300 Vitry le Francois/', 'Text': ''}",,info.windfr@robur-group.com,https://www.robur-wind.com/
RP GLOBAL France,"{'Link': 'https://www.google.fr/maps/place/96 rue nationale 59000 Lille/', 'Text': ''}",03 20 51 16 59,,http://www.rp-global.com/
RUAVEL,"{'Link': 'https://www.google.fr/maps/place/9 rue Michel-Ange 29200 Brest/', 'Text': ''}",,ruavel@ruavel.com,https://ruavel.com/
RWE RENOUVELABLES FRANCE,"{'Link': 'https://www.google.fr/maps/place/50 Rue Madame de Sanzillon 92110 Clichy/', 'Text': ''}",+33 1 41 40 64 53,,https://fr.rwe.com/
SAB Energies Renouvelables SAS,"{'Link': 'https://www.google.fr/maps/place/1 Rue Guglielmo Marconi, 44800 Saint-Herblain/', 'Text': ''}",01 47 03 10 10,contact@sab-enr.fr,http://www.sab-windteam.de/
SAFETYPACK,"{'Link': 'https://www.google.fr/maps/place/11 rue du Martin Pêcheur ZA La Vogelau 67300 Schiltigheim/', 'Text': ''}",03 88 20 99 48,info@safetypack.fr,http://www.safetypack.fr
SAFIER INGENIERIE SAS,"{'Link': 'https://www.google.fr/maps/place/13 cours du Danube 77700 Serris/', 'Text': ''}",,sisa@safier-ingenieriesa.com ,http://www.safier-ingenieriesa.com/ 
SAINT-LAURENT ENERGIE,"{'Link': ""https://www.google.fr/maps/place/2 Rue du Char d'Argent 88000 Épinal/"", 'Text': ''}",03 29 64 14 46,saintlaurentenergie@wanadoo.fr,
SBM France,"{'Link': 'https://www.google.fr/maps/place/1 Avenue 6290 m, 06510 Le Broc - Carros/', 'Text': ''}",05 62 42 21 00,,https://www.sbmoffshore.com/
SCANDOL,"{'Link': 'https://www.google.fr/maps/place/22 RESIDENCE LUCIE AUBRAC 59239 THUMERIES/', 'Text': ''}",,alexis.leclercq@scandol.fr,https://www.scandol.fr/
SCP LACOURTE RAQUIN TATAR,"{'Link': 'https://www.google.fr/maps/place/36 rue Beaujon 75008 Paris/', 'Text': ''}",01 58 54 40 00,contact@lacourte.com,http://www.lacourte.com
SEM ENR CITOYENNE,"{'Link': 'https://www.google.fr/maps/place/1 rue Maurice Chevassu 39000 Lons le Saunier/', 'Text': ''}",0384478321,contact@sem-enr.fr,http://www.sem-enr.fr/
SENS OF LIFE,"{'Link': 'https://www.google.fr/maps/place/Place du jeu de Ballon 34230 Plaissan/', 'Text': ''}",+33 6 74 01 75 44,,http://www.sensoflife.com/
SEPALE,"{'Link': 'https://www.google.fr/maps/place/18 Rue du 4 Septembre, 34500 Béziers/', 'Text': ''}",04 67 48 60 06,contact@sepale.com,https://sepale.com/
SERGIES,"{'Link': 'https://www.google.fr/maps/place/78 avenue Jacques Coeur CS 10 000 86068 Poitiers cedex 9/', 'Text': ''}",05 49 44 79 42,contact@sergies.fr,http://www.sergies.fr
SHEFFIELD GREEN,"{'Link': 'https://www.google.fr/maps/place/29 rue Blanche, 75009 Paris/', 'Text': ''}",01 80 20 90 31,justyna.szkopiecka@sheffieldgreen.com,https://www.sheffieldenergies.com
SIEMENS ENERGY,"{'Link': ""https://www.google.fr/maps/place/8-10 avenue de l'Arche 92400 Courbevoie/"", 'Text': ''}",06 40 54 45 55,france.communication@siemens-energy.vom,https://www.siemens-energy.com/global/en/home.html
SIEMENS Gamesa Renewable Energy Wind,"{'Link': 'https://www.google.fr/maps/place/40 avenue des Fruitiers 93527 Saint-Denis Cedex/', 'Text': ''}",01 85 57 00 00,infowind.fr@siemens.com,http://www.siemensgamesa.com/gamesa/en/siemensgamesa.html
Singulair,"{'Link': 'https://www.google.fr/maps/place/87 quai de Queyries 33100 Bordeaux/', 'Text': ''}",,contact@singulair.io,http://www.singulair.io/
SIRMET,"{'Link': 'https://www.google.fr/maps/place/7 rue Alfred Deshors ZAC Brive Ouest 19100 BRIVE-LA-GAILLARDE/', 'Text': ''}",05 55 84 85 93,lucie.gerenton@sirmet.fr,https://www.sirmet.fr
SK & PARTNER,"{'Link': 'https://www.google.fr/maps/place/8 rue de Hanovre 75002 Paris/', 'Text': ''}",01 53 53 46 70,,http://www.sk-partner.fr
SKYBORN RENEWABLES,"{'Link': 'https://www.google.fr/maps/place/94 rue Saint-Lazare 75009 Paris/', 'Text': ''}",01 82 72 61 00,france@skybornrenewables.com,https://www.skybornrenewables.com/markets/france/local
SKYWORK,"{'Link': 'https://www.google.fr/maps/place/113 rue de Curembourg 45400 Fleury-les-Aubrais/', 'Text': ''}",02 38 21 68 60,cpmax@skywork.fr,http://www.skywork.fr
SOCIÉTÉ D’ÉOLIENNE CARIBÉENNE,"{'Link': 'https://www.google.fr/maps/place/1 rue des Sources 51320 Vatry/', 'Text': ''}",05 90 21 03 29,,
SOCIETE GENERALE,"{'Link': 'https://www.google.fr/maps/place/17 cours Valmy 92800 Puteaux/', 'Text': ''}",01 42 14 58 92,,https://www.societegenerale.com/
SODEREC SAS FER ET METAUX,"{'Link': ""https://www.google.fr/maps/place/42 rue du Château d'Eau, 47800 Miramont de Guyenne/"", 'Text': ''}",05 53 79 46 07,contact@soderecgroupe.com,https://www.soderec-groupe.com/
SOFIVA ENERGIE,"{'Link': 'https://www.google.fr/maps/place/9 bis chemin de Ponson BP90070 07202 Aubenas Cedex/', 'Text': ''}",04 75 35 40 41,sofiva@wanadoo.fr,https://www.sofiva.fr/%C3%A9nergie
SOLATERRA,"{'Link': 'https://www.google.fr/maps/place/9 allée Pierre de Fermat 63170 Aubière/', 'Text': ''}",04 73 28 77 02,contact@solaterra.fr,http://www.solaterra.fr/
SOLEIL DU MIDI,"{'Link': 'https://www.google.fr/maps/place/116 Grande Rue Saint-Michel 31400 Toulouse/', 'Text': ''}",,,https://www.soleildumidi.fr/
SOLVEO ENERGIE,"{'Link': 'https://www.google.fr/maps/place/3 bis route de Lacourtensourt 31150 Fenouillet/', 'Text': ''}",05 61 82 08 20,contact@solveo-energie.com,http://www.solveo-energie.com/
SOMME NATURE ENVIRONNEMENT,"{'Link': 'https://www.google.fr/maps/place/5 Allée Alain Ducamp, 80 000 AMIENS/', 'Text': ''}",03 22 33 24 21,etudes@somme-nature.fr,https://www.somme-nature.fr
SPARKSIS,"{'Link': 'https://www.google.fr/maps/place/8 RUE AUBER 75009 PARIS/', 'Text': ''}",33188320547,contact@sparksis.eu,https://sparksis.eu/
